duration,protocol,src_bytes,dst_bytes,flag,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate, Label
225,icmp,16824,11831,S0,0,1,0,0,0,1,5,0,1,7,1,1,0,0,1,36,52,0.6416530964299325,0.040984440528623045,0.7269303155614979,0.06156587541097214,0.4183731824066511,0.6984121495234401,0.030581929305105615,253,97,0.6263517265613506,0.5938993678102091,normal
293,udp,5956,2105,REJ,1,0,1,1,4,0,5,0,0,1,1,1,0,1,1,5,44,0.5877899432544627,0.5483618355825707,0.30330269378816643,0.8362512071480276,0.5981868730228177,0.45780443826564565,0.6471854370414813,101,203,0.6777455594079783,0.1607102532721124,normal
305,tcp,13928,9745,SF,1,2,0,0,2,1,5,1,0,7,1,2,0,1,0,53,66,0.27279460673221556,0.8699737669656148,0.8765523561416741,0.7002205073398027,0.14581207164642784,0.22235786368088772,0.19728341666190463,34,82,0.6849446968283275,0.664850765564953,normal
97,tcp,9721,5630,REJ,0,1,2,4,4,1,1,0,1,6,1,3,0,1,1,86,38,0.6914416917188727,0.9010181629474432,0.22614706417476904,0.39637204527645575,0.9657285463356547,0.26034842687037496,0.8069084402826106,35,127,0.013348526828090734,0.20622501098123103,normal
337,icmp,11157,3206,S0,0,0,1,2,3,0,9,1,1,3,2,2,0,1,1,46,36,0.2726598132797404,0.32619162758927234,0.3839918130043648,0.6769069870420141,0.10970759453562418,0.534826575640107,0.2696810435085425,80,144,0.9597495405431873,0.9799169149872621,normal
285,icmp,2367,18953,SF,1,0,2,0,3,0,9,1,0,4,2,2,0,1,1,98,97,0.6529936797693213,0.5587966086759943,0.6470213156309124,0.2745869250469901,0.7328603274343138,0.23454427579742176,0.40106312377902775,164,102,0.5792736394867883,0.8189166791428243,normal
334,icmp,6696,2628,SF,1,2,0,2,0,1,8,1,1,5,2,4,0,0,1,46,49,0.2999333530963483,0.7767974316097154,0.41056142878288315,0.5278678039683924,0.058017897188006096,0.3986756335170556,0.515761880513368,86,254,0.19417251587303075,0.18115857067394703,normal
346,tcp,5190,10068,S0,1,2,0,3,2,1,6,0,0,2,0,3,0,0,0,25,27,0.08242274374613767,0.25284571188618044,0.729576985496534,0.8805083261453512,0.10264028216660892,0.0744042853187522,0.6099623437908229,173,85,0.7662207750836149,0.5441245929264517,attack
434,udp,4663,13394,REJ,1,0,2,1,2,0,2,0,0,1,0,3,0,0,1,24,13,0.1272233051605084,0.5284725081084274,0.6506072326106562,0.10768106900116825,0.6233334845697353,0.9955048799092723,0.2991429522282678,181,9,0.054045920383623214,0.4548988820637976,attack
446,udp,7062,1067,SF,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,35,51,0.8340962474377552,0.36672159966484796,0.6672844865780451,0.846893643090336,0.45248274394529175,0.6166833766027482,0.15673332886764468,34,119,0.16525636024014467,0.8105087451128553,normal
481,tcp,4331,17890,SF,0,1,1,1,1,0,3,0,1,3,0,1,0,0,1,20,91,0.12135526111881867,0.37817495968099224,0.42026374676842604,0.7885483666968383,0.003643918678104874,0.14605660198676695,0.6351976669920558,182,81,0.3966623803256628,0.7397329462680642,normal
307,udp,19418,19397,S0,0,1,1,3,3,1,7,0,0,6,1,1,0,0,0,57,29,0.3305132207324504,0.0941375326797742,0.05512992728181387,0.9491008791005282,0.39366591993663114,0.13010832452285714,0.44191177542335947,133,196,0.5631713580905817,0.295975107125069,normal
248,icmp,11880,15245,S0,1,0,2,4,4,0,8,0,0,0,1,0,0,1,0,42,29,0.2876417514347761,0.4068896351035325,0.8727072696019301,0.513776799624522,0.2500901484602376,0.4832847170043978,0.057631420929254995,64,0,0.41766913308836673,0.36434239801338897,attack
165,udp,16246,9859,S0,1,2,0,2,4,0,9,0,0,0,2,3,0,1,0,22,26,0.057859709121094616,0.16087925680311177,0.07402280239352854,0.27491097295596967,0.8715844116177045,0.024765697036911893,0.5368521644010756,126,217,0.3036775384495146,0.06018814434090147,normal
480,udp,3262,6642,REJ,0,1,2,0,0,0,1,1,0,3,2,4,0,1,1,64,65,0.59951953337261,0.3012700724578875,0.46403452432940684,0.3530993443375172,0.7080881752309965,0.41203722349051675,0.46714554160290533,103,88,0.7369673509859561,0.5673065778364847,normal
471,udp,13320,15377,REJ,1,0,0,4,2,1,5,1,1,8,0,1,0,0,0,58,76,0.7987854708761457,0.3302811028999454,0.30194027441803095,0.6398093397376536,0.73749980367814,0.9449155097784492,0.5123393661392848,192,113,0.006726679490841714,0.7589529093078081,attack
334,icmp,18491,4066,REJ,0,2,1,1,3,1,7,0,0,4,2,1,0,1,0,60,38,0.992329786932079,0.4305999454894447,0.2963309503145394,0.14079535918295116,0.9509491598501953,0.823359751110089,0.10708818128414643,233,204,0.6784308068776681,0.4189614953772043,normal
29,tcp,7036,947,S0,1,2,1,1,4,0,2,0,0,0,0,1,0,1,0,73,41,0.9360320849797318,0.9169137389595404,0.22662428998167194,0.3516680533811345,0.7098596206877117,0.9299591387310144,0.4729742278256791,249,230,0.9498607880954064,0.9457099826096641,attack
246,icmp,19131,1171,SF,0,0,0,4,1,1,8,0,0,2,2,1,0,1,1,88,27,0.04932611167365031,0.6309970856511219,0.271652742273756,0.7264329815909786,0.16057153064387786,0.1111131820723319,0.7452544341313705,2,38,0.15049270038932872,0.13719849514679217,attack
105,tcp,4677,15831,REJ,0,0,1,2,3,0,3,1,1,5,2,1,0,1,1,85,83,0.2575086985542352,0.9744620384881,0.9553412919749988,0.5737472339772878,0.9373120119181758,0.3708104109162438,0.13272758012938468,245,173,0.8557361948997686,0.8908570443054893,normal
50,tcp,7972,6114,S0,0,1,2,4,0,0,4,0,1,2,0,0,0,0,1,71,62,0.4121182615300186,0.5906515162588025,0.9720528700719573,0.06275227498446556,0.11310768653205283,0.5549974926880572,0.6235872908445739,44,139,0.18531507578283624,0.021541055384688867,normal
80,tcp,15329,171,REJ,0,0,0,3,3,0,6,1,0,5,1,4,0,0,0,63,54,0.875014347363174,0.8054900431004625,0.5709245582394721,0.4968542988063853,0.19260809548213997,0.7202688370468027,0.17787071035125568,178,127,0.42085374249538754,0.9132448536956649,attack
132,udp,4264,12818,SF,1,1,1,1,4,1,4,0,0,5,0,3,0,1,0,32,17,0.36008477835066566,0.8341514662922916,0.5246567082147451,0.524216830898327,0.28514475099762215,0.39245522658794973,0.309091732361085,78,147,0.9750399952071863,0.30556851568797394,attack
284,udp,3133,9335,SF,0,2,1,2,0,0,3,0,0,4,2,4,0,1,0,75,33,0.5703123439177584,0.7390038045601277,0.04836508719621435,0.7008062478289712,0.17510062661037895,0.31895038898241146,0.3626548506479287,253,133,0.7867258227564989,0.10977914724438143,normal
387,tcp,11612,10051,S0,0,1,1,0,1,1,3,1,0,9,1,2,0,1,0,47,56,0.6595929975455969,0.6699149724717016,0.8037354168412573,0.010655043905440476,0.018321329643653517,0.30506469712546413,0.7633842723737705,200,145,0.3594007204475226,0.98925979207701,normal
137,tcp,17849,6209,SF,0,0,1,1,1,1,4,1,1,4,2,3,0,1,1,38,44,0.29795873657108574,0.4179149918364674,0.1705517831268093,0.4284031514175062,0.4591560397854375,0.7894545168822,0.2260694622337217,97,129,0.3492660759997267,0.7445183290331036,attack
183,udp,18595,10380,S0,0,1,0,4,4,0,2,1,0,8,2,1,0,1,1,11,80,0.5819405442136567,0.56727614520502,0.14258341051628332,0.886616360623653,0.6879683069316305,0.381821104565649,0.26365475060541654,24,72,0.3220482622994508,0.530201513753147,normal
400,icmp,14158,3577,S0,1,2,0,2,0,1,8,1,1,2,2,2,0,0,0,75,37,0.050885505396412456,0.1937166736328988,0.42407092620137377,0.025148491993154942,0.42122723531717843,0.01631277605073944,0.8700886412947271,80,124,0.3625086444930903,0.39370686882355366,normal
329,tcp,9735,8380,S0,0,2,1,1,1,0,1,0,0,9,1,2,0,1,1,10,22,0.48018328407121114,0.6182466463834414,0.34754080552315925,0.6724102396478584,0.23477512097246367,0.7702153763949665,0.7434298756319928,54,32,0.9758785468574595,0.25509152143711544,attack
272,icmp,1689,4076,S0,0,0,2,0,0,0,6,1,1,6,2,2,0,1,1,47,30,0.37853573855098444,0.5142965220983344,0.0966365976124135,0.22318216034905825,0.8829037832459344,0.16133504033080592,0.506248022097348,199,181,0.34077639107718005,0.5974964196928256,normal
339,udp,9763,157,SF,1,1,2,0,3,0,3,1,1,3,0,2,0,0,1,7,8,0.3557545973810129,0.8043252556429555,0.1479342935050515,0.3874855173741255,0.38830079656054983,0.6282111386719726,0.3159705413549454,65,128,0.4451072181644662,0.44890822163201105,normal
471,tcp,7727,7777,SF,0,0,2,4,2,0,7,1,1,1,0,1,0,1,1,50,34,0.2348928993110576,0.9025436244522131,0.9923371202488259,0.8841115077319935,0.8388821054747465,0.02946487458277003,0.7917229227529968,5,202,0.21214124743229223,0.5064721734440829,normal
68,icmp,7764,19101,SF,0,0,2,3,2,1,6,0,1,9,0,2,0,0,1,7,24,0.8177342360339804,0.132794551792915,0.7348256851894444,0.362527639967373,0.1784985846170597,0.38698565633540016,0.5625918698271881,150,250,0.6387411548860402,0.4618960431941055,normal
33,icmp,19925,8437,SF,0,2,0,4,2,0,7,1,1,2,1,4,0,1,1,79,38,0.8819230045590193,0.6909078016153959,0.5985571956923029,0.5454512479302244,0.3333815613156008,0.4559321222981325,0.3303595020545076,49,21,0.8327098785095526,0.6423246333707741,attack
261,icmp,13003,11095,S0,0,1,0,2,1,0,3,0,1,2,0,1,0,1,0,99,29,0.8881284767717318,0.9500463080638774,0.30361648727142787,0.08964145566268611,0.8035098476189078,0.9730826635333243,0.31484553360901557,76,67,0.2859783174330862,0.9239323462957694,normal
52,udp,818,15279,S0,1,0,2,4,4,0,1,0,0,2,2,2,0,1,0,81,4,0.39610698382856024,0.91788083741715,0.4284401141382035,0.32470556248564186,0.03044647700348413,0.08817014668374712,0.4572683532811609,96,20,0.2127532003062803,0.9528324007804514,normal
449,udp,14439,19179,SF,1,2,0,2,2,0,6,1,1,2,1,2,0,0,1,84,27,0.25916129800641297,0.8344262503036441,0.6279835953835684,0.14165081022984782,0.9204898632445541,0.7515161813560998,0.9486610823737907,137,28,0.4513808781516214,0.8350910349764004,normal
204,icmp,15077,7200,REJ,1,0,2,3,4,1,8,0,1,9,2,4,0,1,1,67,6,0.09841229257412343,0.04834100043357581,0.7842795799385297,0.5615572119193055,0.3965561237429541,0.9647513632471773,0.643269442758843,34,19,0.6848088728231022,0.26844739014054897,normal
125,icmp,4521,18761,REJ,1,1,1,4,2,1,5,1,0,5,2,0,0,1,1,70,41,0.6724076692894153,0.25248411663987236,0.9464091396024886,0.4597865961725689,0.9779818953327194,0.27690921339924834,0.6793625612125176,232,68,0.4065954756986194,0.247830898076554,normal
234,udp,1124,14847,REJ,1,0,1,0,3,0,6,0,1,5,2,0,0,0,0,97,41,0.3301677650916687,0.14828846472060897,0.12268045370479519,0.2645766866923388,0.7013599089045324,0.22565170470110885,0.38690494444283463,253,50,0.14770859202611775,0.5768938244060775,attack
42,icmp,5660,9041,SF,1,1,2,2,2,1,5,0,0,8,0,4,0,1,0,97,56,0.2766662651846552,0.9269344608369078,0.1916416989027514,0.9996232161944338,0.9493926188957651,0.9520685061754476,0.97656775211959,85,26,0.18035471611971532,0.9746263336141345,normal
239,icmp,5641,1810,S0,0,2,0,2,4,0,1,1,1,7,0,0,0,1,1,35,82,0.37143812000443976,0.7488898155456967,0.5675715939780989,0.15327438772609459,0.06621023988462227,0.48955869057378487,0.40704990959785525,76,234,0.2875099114305121,0.5518292061374954,normal
458,udp,17513,7895,S0,0,2,2,0,1,0,8,1,1,9,1,3,0,1,0,29,63,0.5547236785334687,0.5317846363302735,0.9384933596248536,0.8254813810401637,0.7220142323935943,0.8225884132310639,0.011972966586364153,196,245,0.8345467306981474,0.1118196577215006,attack
370,icmp,1702,18510,REJ,0,0,0,4,3,0,4,0,1,6,1,3,0,1,1,89,88,0.16192526266031726,0.9794002354210168,0.45254194036408135,0.03576100986964481,0.8754627101314517,0.7946301690362053,0.8011758531603297,69,96,0.5091591390799897,0.8651098874193924,normal
110,icmp,18385,6953,REJ,0,2,1,3,4,1,2,1,0,1,0,3,0,0,0,11,62,0.9613375491022667,0.19471876534103727,0.6339464681621453,0.8468374759598655,0.9875647164263206,0.32600198602952357,0.512885542988579,104,145,0.5878471942352514,0.746762619460725,normal
248,icmp,11139,19414,S0,1,0,0,1,0,0,3,1,1,9,0,0,0,1,0,74,17,0.7326140945405608,0.6415719177989069,0.29372547403558336,0.47699294875810505,0.033404008342345914,0.1874732398758152,0.15023304337953647,139,21,0.20123321439225128,0.2388105127475285,normal
150,udp,15702,6323,REJ,0,0,2,4,2,1,3,0,1,1,2,3,0,1,0,28,89,0.046785663544074874,0.6093810282736377,0.8117387690840828,0.8281901412263,0.08314290081826903,0.7028899663459974,0.022936194765775797,86,107,0.6544907164621723,0.6299139330638012,normal
182,icmp,6523,5605,REJ,0,1,1,4,3,1,8,0,0,0,0,3,0,0,0,2,44,0.3067877856109169,0.34045424491986054,0.6052611114244326,0.7471893343142605,0.7316842640259463,0.5013031315968322,0.9921578883270707,176,40,0.8387963204875034,0.22461013129032836,normal
335,udp,12397,5891,S0,1,0,1,2,1,0,4,0,1,6,2,0,0,1,1,61,19,0.0502724371688561,0.48538029208436784,0.38180836022032927,0.5726343171370859,0.03892586670049081,0.4904993689117805,0.647350439806772,106,36,0.2000988119530609,0.42524342289377504,normal
94,udp,8111,3076,REJ,0,1,0,2,0,1,1,1,1,6,0,4,0,0,1,10,1,0.229489199370147,0.2353861686599722,0.542621264998927,0.3715666382240558,0.011368791220120134,0.546206439893087,0.4658013477559104,46,109,0.05844003082442517,0.23682608601780297,normal
458,tcp,2401,18728,REJ,0,0,1,3,2,0,5,0,1,0,2,1,0,1,1,72,63,0.28659088990557335,0.6771147557479799,0.6947571926250318,0.6655122676858887,0.5450716339260521,0.02565247987289443,0.333918305511121,92,145,0.6640452738046642,0.5967743381966952,normal
373,tcp,9481,619,SF,1,1,1,3,3,1,6,1,0,5,0,3,0,0,0,89,29,0.7179797279347058,0.41824071034030463,0.21351267223669013,0.8325480692000876,0.5294638889593508,0.00506763883763095,0.07219636566476795,94,20,0.8158741909537566,0.30317097384985336,attack
399,icmp,10067,11094,REJ,0,2,0,3,4,1,7,0,1,6,0,0,0,0,0,58,21,0.7187398554862774,0.023550096979051416,0.34144508437210996,0.5033060729971887,0.6135007332111027,0.31411706431366115,0.6453327744650975,1,5,0.6842840940356691,0.16808647549939326,normal
7,udp,13376,2407,SF,0,0,1,0,2,1,4,1,1,0,1,1,0,0,0,71,33,0.04532530863217743,0.9507852230739432,0.25051047634755264,0.41486792477809686,0.014083167077778347,0.32368542847489135,0.368971397451356,213,155,0.42843509104367883,0.059599833942419966,normal
387,tcp,13824,12644,S0,1,1,2,1,3,1,7,1,1,5,1,1,0,0,0,84,34,0.588127646837698,0.5014191572724409,0.96015951294083,0.14289404532110783,0.5032966858975113,0.7187314812771952,0.9896884996444805,145,1,0.6535156131027731,0.6318018776108306,attack
359,icmp,13444,3004,SF,0,0,0,1,2,0,7,0,1,9,2,2,0,0,0,71,68,0.9609106311925408,0.7056338797012782,0.04296814981566066,0.8962478209445928,0.28668388012554147,0.32566606072654913,0.10850553119205109,23,206,0.996933321574957,0.5965769409095478,attack
387,tcp,12879,10678,S0,0,1,0,3,3,0,3,0,0,8,1,1,0,0,1,41,56,0.6283650452977527,0.19692999017803192,0.056441207594698284,0.26730341345669717,0.7560598628740639,0.3595529630680424,0.2461228844273713,13,109,0.6235980938491207,0.19462956975137546,attack
183,tcp,16112,19980,SF,0,1,0,2,4,0,6,1,1,0,1,3,0,0,1,5,14,0.9605473257452513,0.1272297179160361,0.35573617750430364,0.12352095728393198,0.34820575332071146,0.549545904123273,0.40344425374660553,37,138,0.5281357912926293,0.0027896519164749556,normal
280,udp,539,4039,SF,0,0,0,1,2,0,8,0,1,1,0,4,0,0,0,54,38,0.38055911696983447,0.9024219296465643,0.5380267973571077,0.06622142650829721,0.35659547908413247,0.5916089639015838,0.7974051495752568,40,10,0.5397603666378692,0.13612446930916722,normal
194,udp,10974,1304,SF,0,0,2,4,3,0,9,0,0,1,2,3,0,1,1,81,78,0.4597782911522137,0.5909325233188955,0.3288972408904872,0.7507805194666495,0.6542337271601735,0.3332922166502945,0.7769957583735215,33,25,0.4690325038551467,0.30537046497184717,normal
351,tcp,13846,5630,REJ,1,2,0,0,0,0,3,1,1,9,1,2,0,0,1,5,27,0.49548651199645855,0.49335087188299764,0.8569324155426056,0.6749960472434058,0.6606654752319394,0.5581053110376576,0.24417747283949376,240,218,0.6878348295144152,0.5231343043996469,normal
194,tcp,5615,7282,REJ,0,2,2,2,1,0,8,1,0,2,1,1,0,0,1,20,11,0.9239470947050151,0.5211500356541103,0.1693834677205186,0.12045839436974082,0.05830107953869712,0.6178187893100855,0.36125361802412703,67,42,0.8447731205388234,0.8855998352091872,normal
154,udp,16016,3307,REJ,0,2,0,0,3,1,3,0,0,3,0,2,0,1,0,43,66,0.3802810528497932,0.23620259720508552,0.36462607471362807,0.5301422915018558,0.6260044674344447,0.2612447710872924,0.05911197968968396,201,86,0.7208064364849304,0.21029721359615283,normal
92,icmp,2956,17745,REJ,0,0,0,4,3,1,0,0,0,6,0,3,0,1,1,47,9,0.9834184083669464,0.9126863685127253,0.48795075862496406,0.15269555703646998,0.6578522701457837,0.23574559999370204,0.37839028247278705,71,183,0.22539328071248144,0.21549745854266156,attack
159,udp,8077,6665,REJ,1,2,1,1,3,0,3,0,0,2,0,3,0,0,0,86,99,0.5431260351434317,0.21424018460371452,0.20216464632905584,0.38357212682642183,0.4575236446018399,0.8904341731188562,0.1683251008646578,165,135,0.36665756053301035,0.8441703811222687,normal
433,tcp,3722,4294,SF,1,1,1,0,2,0,1,0,1,6,2,3,0,1,0,35,6,0.2181207225336692,0.15800627783399834,0.2900903236932787,0.7828683778051364,0.827865218908249,0.6474500095368314,0.9195524389229851,90,62,0.5909021395476997,0.5082341448232501,normal
60,icmp,12059,1787,REJ,1,0,2,0,1,1,5,0,1,4,0,4,0,0,0,81,42,0.10368804859719982,0.9300458878555408,0.9474097726578796,0.22783589406927818,0.009100092384621283,0.3110731788483525,0.8079977431646354,190,117,0.9931556194405756,0.69140320720196,normal
121,tcp,5087,1073,S0,0,1,1,0,2,1,7,1,1,4,2,3,0,0,1,90,80,0.17287275020088233,0.25757385630306917,0.5202270510367544,0.027714921070371323,0.9683747387389187,0.5507684916267621,0.1650674957058813,29,45,0.06859139743239018,0.346744404592507,normal
50,icmp,10338,3599,SF,0,1,0,4,3,0,5,0,1,6,0,3,0,1,1,44,19,0.03928274292052547,0.8624847188897692,0.8696665294693974,0.1933370658744179,0.37602494008747167,0.7074068256126173,0.4907694943460623,66,186,0.18858418000599175,0.8388818990792505,normal
402,tcp,2170,15389,SF,0,1,2,2,3,0,8,1,0,6,1,1,0,1,0,2,46,0.6923102532649756,0.7725128074962367,0.26936628064889123,0.4004949103806411,0.5956983592833534,0.022629251010665374,0.9583246990089386,38,211,0.7747164390281114,0.44977862230863574,normal
276,icmp,3391,11345,S0,0,0,1,2,1,1,5,0,1,6,2,4,0,0,1,58,27,0.5169041800773241,0.38194361755846495,0.612369495530918,0.24168231952508745,0.034325372308431135,0.9198324562933577,0.41060583321870814,156,225,0.19230043188628732,0.9029286278326673,normal
4,icmp,6942,12318,REJ,0,0,0,4,0,1,6,0,0,8,0,1,0,1,0,11,75,0.7379238925560896,0.25400200628909886,0.7632448369032626,0.7222226230471334,0.7089003214048352,0.7172308181585634,0.44808984590866874,223,25,0.6725584395516727,0.4004852730163856,attack
465,tcp,18000,16107,S0,1,2,1,0,2,1,4,0,1,0,0,2,0,1,1,83,17,0.7822621216757473,0.7589885745560297,0.42158678822301987,0.7891793640884618,0.5437006803198468,0.39225413872800097,0.34150540053170797,41,192,0.9943432707165867,0.8087281239073489,normal
91,icmp,13806,3055,SF,0,2,1,0,0,1,7,1,1,0,1,0,0,0,1,18,56,0.9313631547190794,0.5975986909500539,0.6247132022268472,0.24050316594397603,0.9603651285246798,0.9322627449536042,0.4922656673152932,176,236,0.6408056518481451,0.05568419248297185,attack
169,udp,14792,17043,SF,0,2,1,3,3,1,1,0,0,2,1,1,0,0,1,22,50,0.11699832768883034,0.25404034977302326,0.8632194793521121,0.26862254815330766,0.42253070049089847,0.055847766320973546,0.5965650509314222,87,62,0.47908635420830437,0.6828223561153126,normal
316,tcp,12809,6320,SF,1,2,1,1,3,0,1,1,1,5,1,4,0,1,0,4,36,0.18610324411884327,0.8908794660871303,0.1407850561535955,0.5600725895805349,0.7218731540660962,0.7541816069559278,0.08995114919536185,247,87,0.832642436476096,0.14152755924020444,normal
21,udp,14855,6513,S0,1,1,0,1,4,1,7,1,1,1,0,1,0,1,1,50,75,0.5482743215433141,0.7209824177529829,0.3547417570147694,0.7525154664661579,0.07422778477058545,0.5262877360031476,0.09253113256200451,91,180,0.7717785169562495,0.8971162526860494,normal
404,tcp,9108,4642,REJ,1,0,1,2,4,0,5,0,0,8,1,0,0,0,1,18,7,0.12952431288518118,0.9092781306896975,0.8239037287270466,0.9593689734830171,0.06453106520193963,0.6647894803869804,0.7690204497290527,94,40,0.7108605782567589,0.964644609252248,normal
325,icmp,6458,9321,SF,1,2,2,4,0,1,1,0,1,0,1,1,0,0,0,11,82,0.0927217265052177,0.4374703869643328,0.23089628339281176,0.3005514845744788,0.9490076877905994,0.47139068439407505,0.982755317282473,18,92,0.11719354966850382,0.321260433035095,normal
0,icmp,2756,14432,REJ,1,1,2,0,4,0,5,0,1,4,2,0,0,1,1,91,99,0.6663375988472318,0.12819951421274134,0.5561143116904121,0.9110711079052278,0.2533045881756474,0.14723076620044884,0.4912436053121313,156,10,0.6317669044637411,0.5626640364823325,normal
132,icmp,6853,4466,SF,0,0,1,1,1,0,7,0,1,6,2,4,0,1,0,56,69,0.7247115157685488,0.9240753615900182,0.4380155510472554,0.18175990152167232,0.9123949841569332,0.260792780229418,0.8613785668343124,207,135,0.013265250717806487,0.3997577589839608,normal
232,tcp,7709,11458,REJ,0,0,2,4,0,0,5,1,0,9,2,1,0,0,0,36,91,0.8434004928947234,0.6014260305637565,0.6648971149440673,0.04105996586720029,0.0876233237363766,0.4630436189199266,0.8689710616978233,32,29,0.05650547600826539,0.6129168937896899,normal
11,udp,18320,15879,S0,0,0,1,4,4,0,8,1,1,2,0,4,0,1,0,33,43,0.9157466783846674,0.6060595004707697,0.6680053460249411,0.7924935002462666,0.6377392192216056,0.9188402637743815,0.36955927287217394,226,78,0.03862505355772061,0.35444576285133034,normal
345,udp,19475,18855,SF,0,1,0,0,4,0,5,0,0,1,2,4,0,0,1,79,64,0.44249944465459834,0.5842654412897157,0.5784812635490596,0.47861416235053766,0.551583779222034,0.06832249557161985,0.3288521542125912,214,81,0.10891730487064244,0.8191526784795059,normal
45,tcp,12847,8284,SF,0,2,0,4,1,1,2,1,0,2,0,2,0,1,1,62,49,0.979874338209716,0.4723930225297086,0.9467803827948791,0.07685594295745601,0.9661784796585013,0.10470880162020701,0.7296011143069668,209,152,0.4324964535393233,0.0313675466349953,normal
33,tcp,17352,10758,SF,1,0,2,1,1,0,8,0,1,6,1,2,0,1,1,3,18,0.03788699270258533,0.2550430798103256,0.1753262763812019,0.07110606754778681,0.4040129999096007,0.1527087625124003,0.9105249920631546,38,191,0.9462206260319905,0.7413073937981738,normal
432,udp,7297,17665,S0,0,1,2,3,0,1,9,1,1,0,0,1,0,1,1,53,48,0.8701276220172703,0.6130218780209203,0.83508697104092,0.013618517411149611,0.048406655652637576,0.6321207790657777,0.8536033845094201,164,238,0.07488196491166443,0.013834072322197466,normal
77,udp,16256,10991,S0,0,0,1,1,2,0,4,0,0,7,0,1,0,0,0,53,66,0.3214758580703455,0.7186027443067806,0.48941798387257485,0.3063250839176186,0.474078640677159,0.3663050705712886,0.3192903355526404,140,187,0.7213168057363228,0.9628892303877967,normal
217,udp,3203,19561,REJ,1,1,1,3,1,1,5,0,1,2,1,4,0,0,1,5,99,0.9217145021280578,0.9165431850231405,0.661812129498723,0.7353633371298964,0.8241854827611637,0.14924393919760126,0.35503317670330803,144,138,0.5073345810020262,0.040548500037919544,normal
300,udp,6499,4511,S0,1,2,1,4,4,0,3,1,1,4,2,2,0,1,1,6,90,0.22260438702313656,0.07214770806484894,0.27374687957029753,0.6653138903369878,0.052465392890463036,0.12196497085041458,0.7362360655885912,135,115,0.27584465383697476,0.7950020549586059,attack
410,tcp,5173,10796,SF,0,2,0,1,0,0,2,1,0,9,2,1,0,1,0,33,45,0.7409936544478564,0.25470953255249007,0.09461310303632375,0.9996677890815394,0.03619485333075878,0.6741605792728772,0.3174085235756222,44,175,0.3169183777280531,0.6996075271323753,attack
72,tcp,17273,3881,REJ,0,0,1,0,2,1,9,1,1,4,2,1,0,0,0,67,69,0.4254567760313054,0.7766857867555,0.777706039885462,0.5939315309478335,0.8217512755171222,0.46259073158756936,0.8519735046817771,34,178,0.02286090120078521,0.860751191141855,normal
281,icmp,11650,15668,S0,1,2,0,4,0,1,4,0,1,5,1,1,0,1,0,14,29,0.3814648400257188,0.7751506934839328,0.2517505354447589,0.11047225231858626,0.823975175777196,0.8727575751612544,0.509272842184465,144,237,0.7004138668626496,0.12847593559345394,attack
248,udp,9173,2413,REJ,0,2,2,0,4,1,2,1,0,6,0,2,0,0,0,12,36,0.05941945128628978,0.21203450612575314,0.39029304720809377,0.9785004452055736,0.19997894727512566,0.4040256623114289,0.29265968510603935,202,72,0.10041366202808677,0.35487174049853765,normal
46,icmp,7382,1544,REJ,1,1,0,3,2,1,1,0,0,0,1,1,0,0,0,72,90,0.7059117267174235,0.18471767887639456,0.04752455169386549,0.6929715205370693,0.6574761922830555,0.6557417350144501,0.28636156340283236,18,113,0.03469612607288497,0.08601474382798802,normal
120,tcp,19915,15729,REJ,0,1,2,2,2,1,5,0,1,5,1,4,0,1,1,36,69,0.1753527602966264,0.36714020925945035,0.6502039137100202,0.3740357932974313,0.0642719928698342,0.7958445003378785,0.7839309281426454,229,31,0.46831311089486727,0.28849536096035144,attack
213,tcp,801,4784,SF,1,0,0,2,1,0,7,0,1,1,1,1,0,0,1,80,80,0.46299316819081304,0.06291536508482332,0.6874486447153116,0.24699481410337265,0.765610508650222,0.9536787823535113,0.12466359412959704,49,139,0.4773420991873297,0.6093456893624222,normal
238,icmp,8234,5626,SF,1,1,0,3,3,0,2,0,0,9,1,3,0,0,1,37,46,0.14130811416941802,0.7303607855363939,0.9016594320506303,0.22216669413958967,0.30519667757325986,0.8692976908981886,0.9319274262352588,76,245,0.6547289059909204,0.9699020002315455,attack
55,udp,13897,4514,S0,1,2,1,2,4,0,5,1,1,2,0,0,0,1,0,77,93,0.6044778181320027,0.6698087251048863,0.8910206192960594,0.956233185980343,0.23051196121683348,0.7753065892571562,0.41344057135329093,225,110,0.7064377235385878,0.25425507268387293,normal
349,udp,15197,1145,SF,0,1,2,4,3,1,8,0,0,4,2,4,0,1,1,30,78,0.23106123471947015,0.8587254943332,0.7051357166639431,0.41942094242085604,0.6776436592896512,0.41288805922002114,0.8439197566489333,149,41,0.5087884760771925,0.34069294813568984,normal
106,udp,19733,9102,REJ,1,2,0,4,4,0,0,0,1,0,2,1,0,1,1,65,82,0.5943965308312691,0.43004914710559683,0.3221290573692429,0.48680668528643745,0.9115586092578702,0.9828044677133638,0.7923048306654331,83,150,0.7080350744305125,0.4078750658831568,attack
